jurisdiction,permit_number,application_date,issue_date,expiration_date,status,address,city,state,zip_code,parcel_number,permit_type,permit_subtype,work_description,project_value,square_footage,contractor_name,contractor_company,applicant_name,owner_name,business_name,architect,engineer,source_record_url,source_dataset_url,date_collected
City of Tampa,BLD-26-0523131,2026-03-02,2026-07-14,,Issued,4605 N  Hubert Ave,Tampa,FL,33614,,Commercial Building Alterations (Renovations),Residential,"Additional: Building 3 units (7, 8, 9, 10, 11, 12, 13)
After the fact record to resolve the Construction Compliance Violation record CMP-26-0000029 SCOPE OF VIOLATION: • Removed existing flooring and installed new flooring throughout • Drywall (sheetrock) repairs and replacement where needed • Inte",,0.0,,,,,ATF -Building 3: Units 7-13 Interior & Exterior Remodel,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00CU2&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-24-0510338,2024-07-18,2026-07-02,,Revision,1710 E  4th Ave 1-2,Tampa,FL,33605,,Commercial New Construction and Additions,Residential,"CONSTRUCT DUPLEX W FRONT PORCH WITH BARRIO APPROVAL BLC-23-0000135

Other SFR permitted under BLD-23-0497941.",,1505.0,,,,,04-28-25 vested in FBC7th edition,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=021DG&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-24-0511557,2024-09-16,2026-07-06,,Revision,2700   Maritime Blvd,Tampa,FL,33605,,Commercial New Construction and Additions,Factory-Industrial,"*EARLY START: Early Start for installation of piles ONLY. Any deviations between field conditions and approved plans related to the piles must be submitted as a formal Revision. No other work permitted under this Early Start. No inspections allowed under this Early Start.""

The project provides fo",,15000.0,,,,,FEMA: G8: City Of Tampa: New Fleet Maintenance Facility-Port of Tampa,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02EM3&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-25-0513043,2024-12-03,2026-07-06,,Revision,17200   Commerce Park Blvd,Tampa,FL,33647,,Commercial Building Alterations (Renovations),Assembly,"A 9,900 SF COMMERCIAL KITCHEN REMODEL FOR USAA TAMPA CAMPUS. FULLY SPRINKLERED WITH NO SITE
IMPROVEMENT",,0.0,,,,,Interior Alteration - USAA Tampa Commerce Kitchen,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02PQ1&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-25-0514520,2025-03-05,2026-07-01,,Revision,1   Tampa General Cir,Tampa,FL,33606,,Commercial Building Alterations (Renovations),Institutional,"Interior alterations and renovations to convert an existing 7,500 GSF former non-clinical human resources space into a new inpatient dialysis unit and outpatient plasmapheresis unit. The project includes a complete interior gut renovation, with system replacements and upgrades to accommodate the new",,0.0,,,,,SEC - FEMA - Interior Alteration - 2E Dialysis,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=00DKX&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0525154,2026-05-15,2026-07-02,,Issued,6005 N  Florida Ave,Tampa,FL,33604,,Commercial Building Alterations (Renovations),Assembly,"“Early start for interior, non-structural work Only. No inspections may be scheduled until the permit is issued. Original work description.
*PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS*

Remodel 601sf of interior kitchen space of the old C house restaurant to become The Black Palm.  Relocate P",,0.0,,,,,EARLY START: PP:Interior Kitchen Remodel and Restaurant Renovation Permit - The Black Palm Restaurant,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00S3I&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0525183,2026-05-18,2026-07-08,,Issued,406 S  Cedar Ave 204,Tampa,FL,33606,,Commercial Building Alterations (Renovations),Residential,THRESHOLD BUILDING PP Plan Review & Inspections: Tub Remodel New Valve No change to drain location Install prefab tub Install moisture resistant backer board Install acrylic wall to wet area No disruption to fire walls,,0.0,,,,,PP: Bathroom Remodel : Unit 204,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00SC9&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0525596,2026-06-03,2026-07-07,,Issued,2424 W  Tampa Bay Blvd G106,Tampa,FL,33607,,Commercial Building Alterations (Renovations),Residential,*FEMA SFHA: LIMITED PRIVATE PROVIDER –INSPECTIONS ONLY. CITY OF TAMPA WILL TAKE LEAD INSPECTIONS UP TO REQUIRED DFE AND UNTIL SUCH TIME APPROVAL FOR REQUIRED UNDER-CONSTRUCTION ELEVATION CERTIFICATE IS OBTAINED. CITY OF TAMPA WILL PERFORM A FINAL INSPECTION ON ALL PROJECTS LOCATED IN A FEMA SFHA.*,,0.0,,,,,FEMA:PP: Unit G106: Interior Flood Damage Repair and Restoration,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00VJN&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0525674,2026-06-05,2026-07-01,,Issued,501   Knights Run Ave 1218,Tampa,FL,33602,,Commercial Building Alterations (Renovations),Residential,"Threshold Building Kitchen and Bathroom renovation. I have licensed engineer, electrician, plumber and contractor doing the work. I have their COIs along with the full SOW",,0.0,,,,,Expedited Project,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00W4N&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0526062,2026-06-22,2026-07-07,,Issued,2001 E  Fowler Ave A,Tampa,FL,33612,,Commercial Building Alterations (Renovations),Mercantile,"*PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS*

THIS PROJECT CONSISTS OF ALTERATION OF AN EXISTING RETAIL TENANT SPACE WITHIN
SHOPPING CENTER. WORK INCLUDES NEW INTERIOR PARTITIONS, FINISHES, LIGHTING, PLUMBING,
MECHANICAL, ELECTRICAL, AS REQUIRED FOR THE NEW CLOTHING RETAIL LAYOUT",,0.0,,,,,PP:Interior Alterations - Designers Closet,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01TOM&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-25-0518144,2025-08-19,2026-07-14,,Revision,15343   Amberly Dr,Tampa,FL,33647,,Commercial Building Alterations (Renovations),Assembly,Interior Build-Out,,0.0,,,,,12-01-25 KPI,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=029EM&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-25-0518464,2025-09-03,2026-07-14,,Revision,2112 E  3rd Ave,Tampa,FL,33605,,Commercial New Construction and Additions,Business,"*Private Provider Plan review and Inspections*

New Construction Complete 

New 4 Story Shell Building (ref# BLC-25-0000143)",,67923.0,,,,,Private Provider: New Construction - Complete,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02D1S&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-25-0518848,2025-09-19,2026-07-06,,Revision,2909 W  Bay To Bay Blvd,Tampa,FL,33629,,Commercial Building Alterations (Renovations),Business,"*FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. 

THE CITY WILL TAKE LEAD ON INSPECT",,0.0,,,,,PP: FEMA: Interior ALT- 5TH Floor,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02HFF&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-23-0043891,,2026-07-01,,Issued,912 Experience Loop,Valrico 33596,FL,,076740.0100,Commercial New Construction Starts,Commercial New Construction,"POD D Assisted Living Portion of a Senior Living Development. Three story 45 unit building. Parallel permit please reference PID#6415. Re-issued - Original Issued Date: 08/05/2024, Original Application Acceptance Date: 01/31/2023 Re-issued - Original Issued Date: 08/05/2024, Original Application Acceptance Date: 01/31/2023",9900000.0,30168.0,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=006O3&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0080145,,2026-07-01,,Issued,4708 Travertine Dr,Tampa 33615,FL,,011251.0000,Residential Others,Residential Miscellaneous,"Re-Roof, flooring, cabinets, closet doors and all damaged drywall and wood to get the mold out.",85832.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=002ZY&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0082013,,2026-07-01,,Issued,7809 Palm River Rd,Tampa 33619,FL,,044483.0100,Commercial Others,Commercial Miscellaneous,INSTALL A NEW LED SIGN WITH EXISTING ELECTRIC SERVICE,800.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00IVO&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0083050,,2026-07-01,,Issued,16469 Turnbury Oak Dr,Odessa 33556,FL,,002681.4006,Residential Others,Residential Miscellaneous,Build Pool Enclosure to Existing Deck.,17862.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00R5T&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0083152,,2026-07-01,,Issued,5229 Lime Ave,Seffner 33584,FL,,064581.0100,Residential New Construction Starts,Residential New Construction,REMODEL OF EXISTING HOME DAMAGED BY FIRE AND CONVERT GARAGE TO LIVING SPACE,200000.0,1404.0,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00S9J&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0083469,,2026-07-01,,Issued,18806 Brooker Creek Dr,Odessa 33556,FL,,000474.0100,Residential Others,Residential Miscellaneous,I'm putting a  12x40 shed on my Pepsi property to hold feed for my animals.,10000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00V4U&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0084055,,2026-07-01,,Issued,18601 Geraci Rd,Lutz 33548,FL,,013502.0050,Residential Others,Residential Building Alterations (Renovations),"Demolition and rebuild of front and back entry stairs. Includes landings, footers, posts, and aluminum railing. Pressure treated lumber framing with composite decking, and Galvanized hardware.",29000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=010FY&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0084533,,2026-07-01,,Issued,4527 Cheval Blvd,Lutz 33558,FL,,012984.2238,Residential Others,Residential Building Alterations (Renovations),"interior renovations - including framing drywall, paint, plumbing, electrical,, flooring, tile, cabinetry",200000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=014Q2&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0084625,,2026-07-01,,Issued,4102 Hudson Way,Tampa 33618,FL,,023531.0050,Residential Others,Residential Miscellaneous,"NEW IN-GROUND POOL,AND PAVER DECK",85220.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=015DK&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0084924,,2026-07-01,,Issued,13917 W Hillsborough Ave,Tampa 33635,FL,,004257.5574,Commercial Others,Commercial Building Alterations (Renovations),"Update interior image, new dining area furniture and finishes. Removal of Long John Silver's image and equipment - store shall be a Taco Bell only",150000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=0180N&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0084929,,2026-07-01,,Issued,10020 Seymour Way,Tampa 33626,FL,,004039.3738,Residential Others,Residential Miscellaneous,screen enclosure over existing deck,5274.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=0183P&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085039,,2026-07-01,,Issued,10002 Marathon Ct,Tampa 33615,FL,,011973.1852,Residential Others,Residential Building Alterations (Renovations),Kitchen and laundry remodel,98000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=0195Y&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085049,,2026-07-01,,Issued,3945 Appletree Dr,Valrico 33594,FL,,086308.1090,Residential Others,Residential Miscellaneous,Private Provider Inspections- NEW INGROUND POOL - POF - NO GAS - PP INSP ONLY,68990.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=0199G&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085110,,2026-07-01,,Issued,7014 Covington Stone Ave,Apollo Beach 33572,FL,,051532.3262,Residential Others,Residential Miscellaneous,screen room on exsiting pool enclosure,4995.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=019SZ&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085167,,2026-07-01,,Issued,4504 River Overlook Dr,Valrico 33596,FL,,074762.9346,Residential Others,Residential Miscellaneous,Ground settlement investigation for foundation repair - installation of (7) model 300 and (1) model 250 push piers and up to (10) gallons of two component polyurethane grout/foam in affected area to attempt to lift and stabilize the foundation.,18630.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01A9P&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085220,,2026-07-01,,Issued,328 E Falcon Crest,Plant City 33565,FL,,089977.0100,Residential Others,Residential Miscellaneous,"Install replacement mobile home with electrical, plumbing, and mechanical connections.",60000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01AWZ&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085231,,2026-07-01,,Issued,5756 Red Kite Dr,Wimauma 33598,FL,,079530.0184,Residential Others,Residential Miscellaneous,"Pour 4"" concrete slab with fiber mesh, build screen cage.",29359.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01B25&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085276,,2026-07-01,,Issued,14232 Natures Reserve Dr,Lithia 33547,FL,,088366.1266,Residential Others,Residential Miscellaneous,POOL-PAVERS,74000.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01BCX&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085306,,2026-07-01,,Issued,5835 Butterfield St,Riverview 33578,FL,,073778.7110,Residential Others,Residential Miscellaneous,POOL ENCLOSURE OVER EXISTING POOL DECK,8259.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01BN8&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085350,,2026-07-01,,Issued,5911 Breckenridge Pkwy,Tampa 33610,FL,,040402.7520,Commercial Others,Commercial Miscellaneous,Onterris - Install non illuminated wall sign,4300.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01C4E&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
Hillsborough County,HC-BLD-26-0085485,,2026-07-01,,Issued,9713 Crescent Moon Dr,Riverview 33578,FL,,077748.0638,Residential Others,Residential Miscellaneous,Install pool cage on existing foundation of new pool.,19060.0,,,,,,,,,https://aca-prod.accela.com/HCFL/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01DD4&agencyCode=HCFL&IsToShowInspection=,https://services.arcgis.com/apTfC6SUmnNfnxuF/arcgis/rest/services/AccelaDashBoard_MapService20211019/FeatureServer/0,2026-07-15T14:20:53Z
